0,0
1,3
2,3
3,4
4,4
5,3
6,3
7,3
8,3
9,3
10,3
11,4
12,3
13,4
14,4
15,1
16,1
17,4
18,4
19,4
20,3
21,1
22,1
23,4
24,3
25,3
26,3
27,1
28,3
29,3
30,3
31,3
32,3
33,4
34,4
35,3
36,3
37,4
38,4
39,3
40,3
41,3
42,3
43,3
44,3
45,3
46,3
47,4
48,4
49,1
50,4
51,4
52,1
53,1
54,1
55,1
56,1
57,1
58,4
59,4
60,1
61,3
62,1
63,4
64,1
65,1
66,4
67,4
68,3
69,4
70,3
71,3
72,3
73,3
74,4
75,4
76,4
77,3
78,4
79,4
80,4
81,4
82,4
83,4
84,4
85,4
86,4
87,4
88,4
89,4
90,1
91,1
92,1
93,3
94,3
95,3
96,4
97,4
98,4
99,3
100,1
101,1
102,1
103,1
104,1
105,1
