StartNode, EndNode, Connectivity
1,2,0.52959
1,3,0.50111
1,5,0.63795
1,7,0.53303
1,18,0.59646
1,20,0.51849
1,23,0.5347
1,24,0.50131
1,27,0.50331
1,28,0.55811
1,29,0.63412
1,30,0.59301
1,36,0.53746
1,39,0.67286
1,40,0.59048
1,41,0.54955
1,42,0.5485
1,47,0.53987
1,53,0.69467
1,54,0.5122
1,55,0.59135
1,56,0.51304
1,58,0.50195
1,60,0.58615
1,69,0.59058
1,76,0.56542
1,90,0.59402
2,6,0.91313
2,8,0.75757
2,10,0.53607
2,12,0.58444
2,15,0.52044
2,16,0.52062
2,17,0.50038
2,19,0.55054
2,20,0.6799
2,21,0.6421
2,22,0.57108
2,23,0.65456
2,24,0.83943
2,27,0.67939
2,28,0.65546
2,29,0.60243
2,30,0.65031
2,40,0.51306
2,41,0.68695
2,42,0.93717
2,44,0.51318
2,53,0.59958
2,54,0.93125
2,55,0.52997
2,56,0.63644
2,61,0.69241
2,63,0.63066
2,79,0.52524
2,82,0.52287
2,84,0.58856
2,85,0.56513
2,90,0.53023
2,91,0.5394
2,93,0.72832
2,95,0.64965
2,100,0.59686
2,101,0.72562
2,103,0.507
2,105,0.5815
3,4,0.81007
3,7,0.57153
3,9,0.50322
3,11,0.76393
3,13,0.54242
3,18,0.53016
3,25,0.52086
3,31,0.59433
3,32,0.55791
3,33,0.54035
3,35,0.72927
3,36,0.71755
3,37,0.68101
3,38,0.63575
3,39,0.62523
3,40,0.51639
3,43,0.63922
3,45,0.71008
3,46,0.6345
3,47,0.57196
3,48,0.54542
3,58,0.65429
3,59,0.61343
3,60,0.63784
3,66,0.59872
3,67,0.5442
3,72,0.58299
3,73,0.67325
3,74,0.62928
3,75,0.72545
3,76,0.75881
3,80,0.54144
3,81,0.51121
3,86,0.6295
3,88,0.58961
3,89,0.61965
3,92,0.54147
3,96,0.68239
3,97,0.50353
3,98,0.66997
4,7,0.54496
4,9,0.57578
4,11,0.72836
4,18,0.5381
4,25,0.54574
4,31,0.58182
4,35,0.62808
4,36,0.56986
4,37,0.60972
4,38,0.60285
4,39,0.5743
4,40,0.58577
4,43,0.60768
4,45,0.72727
4,46,0.63551
4,47,0.59998
4,48,0.55215
4,58,0.60115
4,59,0.5731
4,60,0.65756
4,66,0.58924
4,67,0.56966
4,72,0.59827
4,73,0.63303
4,74,0.65426
4,75,0.75881
4,76,0.74403
4,77,0.52942
4,86,0.54579
4,87,0.53669
4,88,0.62013
4,89,0.64262
4,96,0.55507
4,97,0.50801
4,98,0.59614
5,6,0.51667
5,7,0.75971
5,8,0.52676
5,11,0.51827
5,18,0.59302
5,20,0.54463
5,23,0.6429
5,24,0.51689
5,29,0.57986
5,30,0.58748
5,34,0.5098
5,36,0.52512
5,39,0.64757
5,40,0.56692
5,41,0.63395
5,53,0.65791
5,60,0.61252
6,8,0.90306
6,10,0.53394
6,12,0.57968
6,15,0.50063
6,16,0.50881
6,17,0.51598
6,19,0.53174
6,20,0.70756
6,21,0.65601
6,23,0.70513
6,24,0.90901
6,27,0.6629
6,28,0.58972
6,29,0.58718
6,30,0.64244
6,40,0.51526
6,41,0.77312
6,42,0.86876
6,49,0.52072
6,53,0.59416
6,54,0.85795
6,56,0.58546
6,61,0.68394
6,63,0.63173
6,79,0.53791
6,82,0.51361
6,84,0.61194
6,85,0.57878
6,91,0.50478
6,93,0.70887
6,95,0.66693
6,100,0.6285
6,101,0.68009
6,105,0.6549
7,9,0.57731
7,11,0.63175
7,14,0.52793
7,18,0.57697
7,23,0.55863
7,25,0.56774
7,26,0.50267
7,29,0.54422
7,30,0.53277
7,31,0.57417
7,32,0.54833
7,34,0.56738
7,35,0.5442
7,36,0.53293
7,37,0.59093
7,38,0.56547
7,39,0.65815
7,40,0.55641
7,43,0.60493
7,44,0.51544
7,45,0.5199
7,46,0.50272
7,47,0.5436
7,60,0.68931
7,66,0.55904
7,69,0.51527
7,72,0.57295
7,73,0.54721
