StartNode, EndNode, Connectivity
1,5,0.59253
1,10,0.5034
1,22,0.56794
1,28,0.51188
1,29,0.52242
1,30,0.53299
1,37,0.50908
1,39,0.64878
1,40,0.64146
1,53,0.63827
1,57,0.57053
1,80,0.50011
1,90,0.56591
2,6,0.64918
2,8,0.68333
2,12,0.52173
2,27,0.5053
2,42,0.5125
2,54,0.60406
2,61,0.65678
3,4,0.80965
3,7,0.55645
3,11,0.62379
3,13,0.57281
3,14,0.55254
3,18,0.66835
3,19,0.53238
3,22,0.52773
3,25,0.50445
3,26,0.5986
3,33,0.56273
3,34,0.55048
3,35,0.57316
3,36,0.5115
3,37,0.62277
3,38,0.55316
3,39,0.50185
3,43,0.62881
3,45,0.60217
3,46,0.55411
3,47,0.55487
3,48,0.61292
3,50,0.59809
3,51,0.54935
3,55,0.50886
3,58,0.5876
3,59,0.60869
3,66,0.6311
3,67,0.70652
3,74,0.66706
3,75,0.76955
3,76,0.66051
3,78,0.80824
3,79,0.70925
3,80,0.52586
3,81,0.59264
3,83,0.63603
3,84,0.56116
3,85,0.52809
3,86,0.68635
3,87,0.66835
3,88,0.61855
3,89,0.65007
3,92,0.70805
3,93,0.50256
3,96,0.52624
3,97,0.55246
3,98,0.55753
3,99,0.63945
4,7,0.5733
4,11,0.60615
4,13,0.56795
4,14,0.53639
4,18,0.60845
4,19,0.53642
4,25,0.50038
4,26,0.60234
4,33,0.52987
4,34,0.5526
4,35,0.59078
4,36,0.55507
4,37,0.62224
4,38,0.583
4,39,0.52543
4,43,0.65331
4,45,0.58942
4,46,0.54319
4,47,0.55664
4,48,0.59737
4,50,0.59743
4,51,0.55235
4,55,0.5407
4,58,0.61094
4,59,0.62226
4,66,0.63824
4,67,0.66413
4,74,0.64863
4,75,0.69702
4,76,0.68801
4,77,0.51183
4,78,0.78362
4,79,0.77791
4,80,0.59259
4,81,0.65067
4,83,0.58735
4,84,0.549
4,85,0.54123
4,86,0.73293
4,87,0.63388
4,88,0.63038
4,89,0.62672
4,92,0.83364
4,96,0.5581
4,97,0.57594
4,98,0.5722
4,99,0.58987
5,7,0.64969
5,11,0.51008
5,22,0.51194
5,23,0.5006
5,24,0.54346
5,25,0.55853
5,26,0.52265
5,29,0.55001
5,30,0.51182
5,37,0.52548
5,39,0.55949
5,40,0.59305
5,41,0.52492
5,43,0.52503
5,53,0.59012
5,82,0.50413
5,83,0.55258
6,8,0.63663
6,21,0.55955
6,24,0.51111
6,27,0.55126
6,41,0.50272
6,42,0.60089
6,44,0.5084
6,49,0.52118
6,54,0.7081
6,61,0.51932
6,105,0.53722
7,11,0.56882
7,18,0.50637
7,19,0.53011
7,25,0.55719
7,26,0.66209
7,29,0.51551
7,33,0.50553
7,35,0.60175
7,36,0.52918
7,37,0.58792
7,38,0.52892
7,39,0.59258
7,40,0.61739
7,43,0.64235
7,67,0.55464
7,75,0.55673
7,76,0.51455
7,78,0.52209
7,79,0.52842
7,80,0.50135
7,81,0.573
7,83,0.60755
7,86,0.54907
7,87,0.58935
7,92,0.53081
8,54,0.52039
8,61,0.55346
8,90,0.51351
9,11,0.50852
9,25,0.59697
9,55,0.50769
9,60,0.58767
9,91,0.54963
10,38,0.5397
11,13,0.6455
11,18,0.70612
11,26,0.54906
11,33,0.72739
11,34,0.61176
11,35,0.67501
11,36,0.60214
11,37,0.68609
11,38,0.58464
11,39,0.5015
11,43,0.70664
11,45,0.60071
11,46,0.58568
11,47,0.54619
11,48,0.62862
11,50,0.53283
11,58,0.67527
11,59,0.73956
11,66,0.61299
11,67,0.71344
11,74,0.56744
11,75,0.67251
11,76,0.59718
11,78,0.55737
11,79,0.56106
11,81,0.51656
11,83,0.64106
11,86,0.50438
11,87,0.57203
11,88,0.60838
11,89,0.69846
11,92,0.58312
12,23,0.54787
12,24,0.50906
12,27,0.51811
12,42,0.56624
12,54,0.50966
12,56,0.55852
12,61,0.57329
13,14,0.64103
13,18,0.63474
13,33,0.71869
13,34,0.72142
13,35,0.59336
13,36,0.55292
13,37,0.5359
13,38,0.50228
13,43,0.61797
13,45,0.76597
13,46,0.76318
13,47,0.58935
13,48,0.6457
13,50,0.50636
13,58,0.66847
13,59,0.70853
13,66,0.65308
13,67,0.62604
13,72,0.51575
13,73,0.52855
13,74,0.61564
13,75,0.65454
13,76,0.51908
13,78,0.55759
13,79,0.57326
13,83,0.5231
13,87,0.54518
13,88,0.58762
13,89,0.75563
13,92,0.5574
13,96,0.5462
13,97,0.54605
14,33,0.50433
14,34,0.67639
