StartNode, EndNode, Connectivity
1,5,0.60912
1,10,0.56228
1,22,0.50803
1,24,0.50158
1,28,0.52049
1,29,0.60682
1,30,0.50229
1,39,0.54068
1,40,0.59
1,41,0.50091
1,57,0.59695
1,90,0.53879
2,6,0.68208
2,8,0.54733
2,10,0.54027
2,12,0.59511
2,16,0.54203
2,20,0.53444
2,21,0.53322
2,22,0.50371
2,23,0.50577
2,24,0.58033
2,27,0.61073
2,42,0.64951
2,54,0.65904
2,56,0.56924
2,61,0.81315
2,93,0.55402
2,95,0.62671
2,101,0.50541
3,4,0.75063
3,11,0.52028
3,13,0.5445
3,14,0.5161
3,18,0.59512
3,25,0.52953
3,37,0.52441
3,39,0.55265
3,40,0.5235
3,50,0.6508
3,53,0.50336
3,55,0.52472
3,76,0.63941
3,78,0.77309
3,79,0.68135
3,80,0.55039
3,81,0.5825
3,82,0.5568
3,83,0.65749
3,84,0.56254
3,85,0.50002
3,86,0.61611
3,87,0.5213
3,92,0.61567
3,96,0.53535
3,97,0.50849
3,99,0.50675
4,11,0.59958
4,13,0.55466
4,14,0.52074
4,18,0.66364
4,25,0.5091
4,26,0.52821
4,33,0.51442
4,37,0.56653
4,38,0.51379
4,39,0.53544
4,40,0.53109
4,48,0.50304
4,50,0.57161
4,67,0.51073
4,76,0.64698
4,77,0.51237
4,78,0.67218
4,79,0.74524
4,80,0.56002
4,81,0.60564
4,83,0.65586
4,84,0.5318
4,85,0.5407
4,86,0.61925
4,87,0.60342
4,89,0.50804
4,92,0.61052
4,96,0.53209
4,97,0.54193
4,99,0.52776
5,7,0.52948
5,29,0.55708
5,30,0.53764
5,39,0.52506
5,40,0.54148
5,41,0.53492
6,8,0.58173
6,15,0.53019
6,16,0.50835
6,21,0.59463
6,23,0.51887
6,24,0.55311
6,27,0.56346
6,30,0.50745
6,41,0.56021
6,42,0.66225
6,49,0.56596
6,51,0.52145
6,54,0.69098
6,61,0.61761
6,63,0.55052
6,93,0.51119
6,95,0.64365
6,100,0.53857
6,101,0.57738
6,105,0.61768
7,26,0.50534
7,31,0.5817
7,32,0.64906
7,33,0.51907
7,35,0.69852
7,36,0.63551
7,37,0.62428
7,38,0.65864
7,39,0.50231
7,43,0.57745
7,58,0.51463
7,59,0.50584
7,67,0.50602
7,81,0.54082
7,86,0.50309
7,89,0.51694
8,44,0.50466
8,61,0.50012
8,95,0.51254
9,10,0.51277
9,11,0.50724
9,12,0.51353
9,15,0.51857
9,16,0.54816
9,20,0.59219
9,23,0.50274
9,25,0.56443
9,60,0.63385
9,61,0.5209
9,77,0.55721
10,12,0.5781
10,20,0.59412
10,21,0.53852
10,22,0.60027
10,23,0.52438
10,24,0.63015
10,26,0.54409
10,27,0.53479
10,28,0.56813
10,29,0.55786
10,40,0.51072
10,42,0.56698
10,56,0.55304
10,57,0.56869
10,61,0.61322
10,77,0.54234
10,79,0.50224
10,90,0.50881
10,93,0.53953
10,97,0.52549
10,99,0.50416
11,18,0.63189
11,25,0.514
11,26,0.5698
11,33,0.56474
11,34,0.50711
11,35,0.5417
11,37,0.62549
11,38,0.56623
11,39,0.53754
11,40,0.50203
11,45,0.5212
11,46,0.50257
11,47,0.57749
11,48,0.60605
11,50,0.50015
11,57,0.53574
11,58,0.59379
11,59,0.58944
11,66,0.58251
11,67,0.61289
11,74,0.5491
11,75,0.59348
11,76,0.60094
11,79,0.54693
11,80,0.5034
11,83,0.65101
11,86,0.50188
11,87,0.56378
11,88,0.58748
11,89,0.601
11,91,0.51012
12,16,0.5421
12,20,0.63497
12,21,0.58941
12,22,0.76123
12,23,0.50853
12,24,0.67066
12,27,0.60879
12,28,0.6213
12,42,0.57654
12,57,0.50811
12,61,0.61113
12,77,0.55159
12,90,0.54833
12,93,0.55967
12,95,0.55515
13,14,0.68126
13,33,0.6653
13,34,0.70512
13,50,0.53213
13,51,0.54903
13,78,0.55355
13,79,0.64152
13,87,0.53852
13,92,0.50213
13,96,0.52918
14,17,0.53343
14,33,0.56392
14,34,0.67884
14,50,0.53843
14,51,0.62461
14,78,0.53013
14,79,0.66418
14,84,0.51386
14,85,0.56705
14,87,0.52582
14,97,0.51864
15,16,0.70049
15,20,0.55081
15,21,0.63791
15,23,0.61926
15,24,0.58961
15,25,0.55327
15,27,0.56522
15,28,0.53362
15,29,0.58904
15,30,0.54966
15,41,0.69592
15,42,0.58424
15,49,0.69861
15,54,0.52449
15,56,0.53678
15,60,0.54362
15,61,0.50506
15,62,0.55314
15,63,0.59898
15,69,0.51407
15,100,0.53278
15,101,0.5216
15,105,0.50478
16,20,0.56082
16,21,0.54732
16,23,0.55224
16,24,0.5944
16,25,0.50997
16,27,0.63519
16,28,0.58262
16,29,0.56598
16,30,0.50879
16,41,0.57435
16,42,0.58025
16,49,0.56339
16,54,0.5352
16,56,0.5055
16,60,0.51712
16,61,0.53689
16,62,0.51256
16,63,0.54645
17,19,0.5476
17,20,0.52436
17,21,0.54431
17,51,0.51693
17,54,0.50978
17,61,0.51302
17,65,0.51222
17,84,0.51621
17,85,0.58499
17,101,0.5261
18,19,0.50462
18,26,0.54396
18,33,0.50695
18,37,0.50988
18,45,0.5256
18,46,0.50941
18,48,0.54212
18,58,0.50564
18,59,0.54816
18,66,0.53289
18,67,0.61148
18,74,0.50247
18,75,0.54455
18,76,0.54135
18,78,0.52672
18,79,0.60542
18,83,0.6144
18,87,0.56851
18,89,0.56399
18,92,0.57594
18,96,0.51024
18,98,0.52941
18,99,0.56297
19,20,0.51776
19,23,0.53545
19,24,0.52323
19,53,0.51533
19,85,0.53698
19,93,0.54181
20,21,0.6336
20,22,0.62719
20,23,0.63455
20,24,0.7724
20,25,0.62149
20,27,0.62314
20,28,0.63125
20,41,0.50334
20,42,0.63881
20,51,0.52681
20,53,0.51211
20,54,0.58171
20,56,0.5841
20,61,0.61643
20,77,0.55221
20,82,0.55353
20,85,0.51534
20,93,0.60864
20,95,0.53392
20,97,0.53338
21,22,0.50035
21,23,0.66334
21,24,0.66912
21,27,0.60112
21,28,0.54158
21,29,0.52539
21,41,0.59037
21,42,0.61334
21,49,0.58497
21,54,0.59197
21,56,0.52117
21,61,0.56009
21,62,0.55775
21,63,0.60183
21,65,0.53164
21,82,0.50165
21,93,0.54076
21,95,0.54337
21,100,0.58299
21,101,0.67887
21,105,0.58026
22,24,0.64967
22,26,0.58622
22,27,0.55962
22,28,0.6891
22,42,0.53237
22,57,0.58122
22,61,0.53052
22,67,0.50626
22,74,0.51251
22,75,0.53768
22,77,0.52594
22,90,0.56934
22,91,0.54676
22,93,0.51319
22,99,0.54737
23,24,0.68453
23,25,0.56197
23,27,0.6264
23,28,0.5647
23,29,0.54497
23,30,0.51845
23,41,0.65822
23,42,0.65552
23,49,0.55766
23,53,0.62529
23,54,0.59184
23,56,0.67684
23,60,0.5455
23,61,0.56158
23,63,0.51357
23,82,0.60216
23,93,0.53117
23,101,0.52599
24,25,0.57584
24,27,0.73101
24,28,0.75441
24,29,0.56395
24,41,0.59833
24,42,0.80619
24,53,0.53322
24,54,0.59258
24,56,0.609
24,57,0.52236
24,61,0.63967
24,77,0.5159
24,82,0.53929
24,93,0.57181
24,95,0.53212
25,27,0.52906
25,28,0.54306
25,40,0.55227
25,42,0.51262
25,53,0.54813
25,55,0.52317
25,56,0.58514
25,57,0.50026
25,60,0.52971
25,76,0.55221
25,77,0.57544
25,82,0.62169
25,83,0.57971
26,28,0.52917
26,29,0.56172
26,37,0.51556
26,40,0.5322
26,43,0.5705
26,48,0.54243
26,57,0.53143
26,58,0.53462
26,59,0.52382
26,66,0.55378
26,67,0.62378
26,74,0.58129
26,75,0.64581
26,83,0.53641
26,88,0.55635
26,89,0.54536
26,90,0.52681
26,98,0.54053
26,99,0.61464
27,28,0.71802
27,29,0.54653
27,41,0.57585
27,42,0.77758
27,53,0.5558
27,54,0.62132
27,56,0.61382
27,61,0.6089
27,63,0.51556
27,93,0.52619
27,95,0.52193
27,101,0.50199
28,29,0.57673
28,40,0.50954
28,41,0.54134
28,42,0.65198
28,56,0.53706
28,57,0.55285
28,61,0.5089
29,30,0.64898
29,40,0.52269
29,41,0.6759
29,42,0.54126
29,49,0.594
29,62,0.50465
29,63,0.56521
30,41,0.68196
30,42,0.50724
30,49,0.66206
30,52,0.51072
30,53,0.52733
30,63,0.5708
30,69,0.50711
31,32,0.72256
31,33,0.5167
31,35,0.55776
31,43,0.5979
31,44,0.5393
31,45,0.52512
31,46,0.55789
31,68,0.54723
31,70,0.61739
31,71,0.71254
31,72,0.61592
31,73,0.58254
32,33,0.56118
32,35,0.61658
32,36,0.58418
32,38,0.5332
32,43,0.54602
32,44,0.5153
32,46,0.51458
32,68,0.54366
32,70,0.50609
32,71,0.7089
32,72,0.53298
32,73,0.56049
32,102,0.55058
33,34,0.79556
33,35,0.66661
33,36,0.63002
33,37,0.53626
33,38,0.54265
33,43,0.54686
33,45,0.56322
33,46,0.62085
33,79,0.5353
33,87,0.54133
34,35,0.55354
34,36,0.55839
34,37,0.5045
34,46,0.54042
34,79,0.54936
34,87,0.50969
35,36,0.80964
35,37,0.64218
35,38,0.71738
35,43,0.64997
35,45,0.54198
35,46,0.54272
35,47,0.55866
35,48,0.62196
35,58,0.63007
35,59,0.60971
35,66,0.56531
35,67,0.57354
35,74,0.53639
35,75,0.53755
35,81,0.51803
35,86,0.50253
35,88,0.55689
35,89,0.63138
36,37,0.61265
36,38,0.67342
36,43,0.53215
36,47,0.52428
36,48,0.55595
36,58,0.57268
36,59,0.55114
36,66,0.50923
36,80,0.50212
36,81,0.54548
36,86,0.51358
36,88,0.50622
36,89,0.55619
37,38,0.92651
37,39,0.65228
37,40,0.51793
37,47,0.61465
37,48,0.5855
37,50,0.52763
37,58,0.62611
37,59,0.60133
37,66,0.6167
37,67,0.5713
37,74,0.52891
37,75,0.54162
37,76,0.54512
37,78,0.57139
37,80,0.6384
37,81,0.61752
37,83,0.59096
37,86,0.68117
37,87,0.51442
37,88,0.62464
37,89,0.62893
37,98,0.54444
38,39,0.57951
38,43,0.52679
38,47,0.64023
38,48,0.61151
38,58,0.64688
38,59,0.60402
38,66,0.62111
38,67,0.56567
38,74,0.5445
38,75,0.53823
38,78,0.51169
38,80,0.60263
38,81,0.56392
38,83,0.50303
38,86,0.62892
38,88,0.6362
38,89,0.63591
38,98,0.52159
39,40,0.69912
39,50,0.55085
39,57,0.55044
39,76,0.63454
39,78,0.55674
39,80,0.69688
39,81,0.58189
39,83,0.60758
39,86,0.61887
40,53,0.50155
40,56,0.53381
40,57,0.63502
40,76,0.57689
40,80,0.57562
40,81,0.50894
40,82,0.5412
40,83,0.59375
40,86,0.51225
40,99,0.50297
41,42,0.6399
41,49,0.68713
41,53,0.53999
41,54,0.51021
41,56,0.53053
41,63,0.62267
41,69,0.51714
41,82,0.5268
41,100,0.53075
41,105,0.51074
42,49,0.51223
42,53,0.56085
42,54,0.65552
42,56,0.65813
42,57,0.50307
42,61,0.65967
42,63,0.52717
42,82,0.52203
42,93,0.54533
42,95,0.5469
43,44,0.54824
43,45,0.64673
43,46,0.62634
43,47,0.51509
43,48,0.59409
43,58,0.58462
43,59,0.57486
43,66,0.56841
43,67,0.59538
43,70,0.50115
43,71,0.50478
43,72,0.60931
43,73,0.55492
43,74,0.60283
43,75,0.58875
43,88,0.54032
43,89,0.602
43,90,0.5311
43,91,0.58594
44,46,0.51707
44,49,0.51
44,62,0.53292
44,63,0.50537
44,70,0.53339
44,71,0.54043
44,72,0.51792
44,100,0.50179
45,46,0.90923
45,47,0.52588
45,48,0.60622
45,58,0.56117
45,59,0.54149
45,66,0.56881
45,67,0.60607
45,72,0.66067
45,73,0.64573
45,74,0.66079
45,75,0.63736
45,88,0.52278
45,89,0.57602
45,90,0.54243
45,91,0.62083
46,48,0.53005
46,67,0.53443
46,70,0.5409
46,71,0.52616
46,72,0.66452
46,73,0.65922
46,74,0.56392
46,75,0.55714
46,89,0.50406
46,90,0.50681
46,91,0.59128
47,48,0.81282
47,58,0.79774
47,59,0.70031
47,66,0.88092
47,67,0.68132
47,74,0.73652
47,75,0.66661
47,76,0.53029
47,80,0.50947
47,86,0.50279
47,88,0.95764
47,89,0.76468
47,90,0.52873
47,91,0.53314
47,98,0.57553
47,99,0.54537
48,58,0.86142
48,59,0.81554
48,66,0.83504
48,67,0.82911
48,74,0.78278
48,75,0.74772
48,76,0.5167
48,88,0.81267
48,89,0.90238
48,90,0.51775
48,91,0.58625
