StartNode, EndNode, Connectivity
1,2,0.60329
1,5,0.64172
1,7,0.57669
1,22,0.50388
1,23,0.51939
1,29,0.6315
1,30,0.57114
1,41,0.58185
1,44,0.5132
1,52,0.5388
1,53,0.6511
1,54,0.52769
1,55,0.56171
1,56,0.57988
1,57,0.56643
1,60,0.52443
2,5,0.50413
2,6,0.73271
2,8,0.59246
2,12,0.54154
2,20,0.60217
2,21,0.53195
2,22,0.55611
2,23,0.63063
2,24,0.60209
2,27,0.62349
2,28,0.64107
2,29,0.5287
2,30,0.53568
2,41,0.6307
2,42,0.71911
2,53,0.59199
2,54,0.75172
2,56,0.64615
2,57,0.55905
2,61,0.56998
2,90,0.54897
2,91,0.56539
2,93,0.59222
2,95,0.50412
3,4,0.74505
3,7,0.52557
3,9,0.63454
3,11,0.83026
3,18,0.50152
3,25,0.57779
3,31,0.58788
3,32,0.51068
3,33,0.55402
3,34,0.53137
3,35,0.57557
3,36,0.55116
3,37,0.67639
3,38,0.70503
3,39,0.62815
3,40,0.61024
3,60,0.51584
3,76,0.76266
3,78,0.54288
3,80,0.60828
3,81,0.56313
3,86,0.60721
3,96,0.67102
3,97,0.52585
3,98,0.61576
4,7,0.52285
4,9,0.58603
4,11,0.66092
4,25,0.56505
4,31,0.51463
4,35,0.51685
4,37,0.56815
4,38,0.56862
4,39,0.56465
4,40,0.57445
4,76,0.61988
4,77,0.50566
4,80,0.51899
4,83,0.53402
4,86,0.52109
4,96,0.57989
4,97,0.51679
4,98,0.57399
5,6,0.51998
5,7,0.64508
5,23,0.53758
5,29,0.50512
5,30,0.52608
5,41,0.57033
5,53,0.63313
5,54,0.50403
5,55,0.51211
5,60,0.55224
6,8,0.66257
6,12,0.60367
6,20,0.65844
6,21,0.55182
6,23,0.63339
6,24,0.68055
6,27,0.65385
6,28,0.6065
6,30,0.52802
6,41,0.64198
6,42,0.71724
6,53,0.57943
6,54,0.7653
6,56,0.56051
6,61,0.57058
6,91,0.5212
6,93,0.64291
6,95,0.60562
6,100,0.51497
6,101,0.51563
7,9,0.55533
7,11,0.53897
7,25,0.55375
7,39,0.57832
7,60,0.60762
7,96,0.52691
8,12,0.61034
8,20,0.57199
8,23,0.50826
8,24,0.51788
8,27,0.52834
8,40,0.52407
8,42,0.59388
8,54,0.51861
8,61,0.54804
8,77,0.59537
8,90,0.54652
8,91,0.55192
8,93,0.54273
8,95,0.61224
9,11,0.67916
9,25,0.86822
9,31,0.57747
9,35,0.51541
9,37,0.50201
9,38,0.51731
9,39,0.50487
9,60,0.66422
9,76,0.64877
9,96,0.5887
9,98,0.56498
10,12,0.53842
10,17,0.65527
10,19,0.65649
10,20,0.54782
10,22,0.51023
10,24,0.5328
10,26,0.50794
10,28,0.50263
10,42,0.50088
10,44,0.51227
10,79,0.55524
10,81,0.50104
10,84,0.56895
10,85,0.58861
10,87,0.59637
10,93,0.53608
11,18,0.50154
11,25,0.58164
11,31,0.65876
11,32,0.55419
11,33,0.57255
11,34,0.53631
11,35,0.61216
11,36,0.54123
11,37,0.7384
11,38,0.7507
11,39,0.67375
11,40,0.59073
11,43,0.52543
11,76,0.79565
11,80,0.57866
11,81,0.51344
11,86,0.55962
11,96,0.62751
11,98,0.58883
12,17,0.50034
12,20,0.67645
12,24,0.55984
12,27,0.53755
12,28,0.59642
12,42,0.58397
12,61,0.58528
12,77,0.58724
12,79,0.50674
12,85,0.61763
12,90,0.52356
12,91,0.61194
12,93,0.53409
12,95,0.59087
13,14,0.52074
13,32,0.52719
13,33,0.71218
13,34,0.59945
13,37,0.57493
13,38,0.56142
13,50,0.67801
13,58,0.50616
13,59,0.50241
13,78,0.68117
13,79,0.57367
13,80,0.60427
13,81,0.6384
13,86,0.63797
14,50,0.56254
14,51,0.57602
14,78,0.53104
14,79,0.59475
14,81,0.50345
14,86,0.53554
14,94,0.54135
14,95,0.52716
14,97,0.52451
14,99,0.5588
15,16,0.63564
15,21,0.72355
15,22,0.62677
15,23,0.58254
15,24,0.60806
15,28,0.50307
15,29,0.53835
15,30,0.60783
15,41,0.60535
15,42,0.5102
15,49,0.58751
15,52,0.53017
15,53,0.56932
15,54,0.56996
15,55,0.56424
15,56,0.5653
15,57,0.5165
15,62,0.65726
15,63,0.63174
15,64,0.53922
15,65,0.50607
15,69,0.52774
15,82,0.55379
15,93,0.50799
15,100,0.53257
15,101,0.76915
15,102,0.53266
15,103,0.64529
16,20,0.56617
16,21,0.54812
16,22,0.65207
16,24,0.59714
16,27,0.59503
16,28,0.64065
16,30,0.51861
16,41,0.50493
16,42,0.592
16,53,0.5126
16,54,0.54662
16,61,0.57466
16,63,0.5956
16,82,0.50043
16,93,0.54809
16,101,0.58154
17,19,0.57702
17,79,0.53505
17,84,0.50168
17,85,0.54781
17,87,0.54032
17,99,0.55301
18,19,0.56895
18,23,0.51262
18,25,0.50857
18,29,0.52075
18,39,0.53946
18,55,0.54263
18,68,0.52916
18,81,0.56028
18,92,0.55923
18,94,0.55605
18,96,0.59152
18,97,0.57079
19,40,0.5129
19,67,0.50575
19,78,0.61423
19,79,0.59299
19,81,0.60275
19,82,0.51404
19,84,0.61751
19,85,0.56446
19,86,0.59722
19,87,0.6192
19,94,0.54815
19,96,0.5584
19,97,0.63024
20,21,0.50765
20,22,0.56118
20,23,0.61056
20,24,0.72221
20,27,0.70935
20,28,0.752
20,30,0.5245
20,41,0.51728
20,42,0.78307
20,54,0.62646
20,61,0.67403
20,77,0.52171
20,85,0.50928
20,93,0.62033
20,95,0.58071
20,101,0.50182
21,22,0.60269
21,23,0.63314
21,24,0.6959
21,27,0.54006
21,28,0.52201
21,29,0.53186
21,30,0.63371
21,41,0.67599
21,42,0.5411
21,49,0.64922
21,52,0.55456
21,53,0.59334
21,54,0.65532
21,56,0.59966
21,62,0.65942
21,63,0.70767
21,64,0.53162
21,82,0.5021
21,93,0.54177
21,100,0.56936
21,101,0.86061
21,103,0.59081
22,23,0.52925
22,24,0.61014
22,27,0.56069
22,28,0.70528
22,29,0.50339
22,30,0.58914
22,41,0.54695
22,42,0.61243
22,44,0.52984
22,53,0.54365
22,54,0.58088
22,56,0.54699
22,57,0.5505
22,61,0.59377
22,62,0.50788
22,63,0.59857
22,93,0.52361
22,101,0.61943
22,103,0.51302
23,24,0.75567
23,27,0.60671
23,28,0.54929
23,29,0.57815
23,30,0.71733
23,41,0.68938
23,42,0.66172
23,49,0.50621
23,53,0.65253
23,54,0.7178
23,55,0.55167
23,56,0.62439
23,57,0.50791
23,61,0.53968
23,63,0.50991
23,82,0.5197
23,93,0.56974
23,101,0.59696
23,103,0.50037
24,27,0.65648
24,28,0.63705
24,29,0.52192
24,30,0.64751
24,41,0.6588
24,42,0.75278
24,53,0.57246
24,54,0.72324
24,56,0.58905
24,61,0.61069
24,63,0.59521
24,82,0.52935
24,84,0.50716
24,85,0.53379
24,93,0.67776
24,95,0.5095
24,101,0.64866
24,103,0.50756
25,31,0.53137
25,55,0.51025
25,60,0.69146
25,76,0.57588
25,96,0.56665
25,98,0.51659
26,31,0.51232
26,32,0.51243
26,39,0.50577
26,40,0.60211
26,43,0.5027
26,44,0.60852
26,87,0.5378
27,28,0.72025
27,30,0.51443
27,41,0.51785
27,42,0.73893
27,53,0.54043
27,54,0.71289
27,61,0.7402
27,93,0.62537
27,95,0.54959
27,101,0.51625
28,30,0.53824
28,41,0.51483
28,42,0.7657
28,53,0.54214
28,54,0.64545
28,61,0.68851
28,63,0.52313
28,93,0.61367
28,95,0.53995
28,101,0.54188
29,30,0.71134
29,41,0.63319
29,42,0.51567
29,49,0.59153
29,53,0.6127
29,54,0.53026
29,55,0.56406
29,56,0.60568
29,57,0.52652
29,62,0.55735
29,63,0.59617
29,69,0.5418
29,101,0.59001
29,103,0.52365
30,41,0.65706
30,42,0.57191
30,44,0.50798
30,49,0.59895
30,52,0.55592
30,53,0.68565
30,54,0.61496
30,55,0.57841
30,56,0.61354
30,57,0.51637
30,62,0.55619
30,63,0.60939
30,69,0.56147
30,101,0.65633
30,103,0.51403
31,32,0.76483
31,33,0.60521
31,34,0.52756
31,35,0.75704
31,36,0.57786
31,37,0.69307
31,38,0.71146
31,39,0.57445
31,43,0.71121
31,44,0.51492
31,45,0.5697
31,46,0.58441
31,58,0.53157
31,71,0.60032
31,72,0.56352
31,73,0.55841
31,76,0.57536
31,80,0.51294
31,86,0.54828
31,96,0.55462
31,98,0.63544
32,33,0.61352
32,34,0.60923
32,35,0.66111
32,36,0.66111
32,37,0.64659
32,38,0.6585
32,39,0.61589
32,43,0.62497
32,44,0.53901
32,58,0.5563
32,71,0.594
32,72,0.50517
32,73,0.53246
32,80,0.50734
32,81,0.52477
32,86,0.53992
32,88,0.50387
32,96,0.52374
32,98,0.53431
33,34,0.65337
33,35,0.66604
33,36,0.56735
33,37,0.75151
33,38,0.70628
33,39,0.53454
33,43,0.53134
33,50,0.54364
33,58,0.50276
33,78,0.59286
33,80,0.69121
33,81,0.62407
33,83,0.50436
33,86,0.64157
33,96,0.5081
33,98,0.51539
34,36,0.54376
34,37,0.62103
34,38,0.66432
34,39,0.60661
34,40,0.52346
34,50,0.53795
34,76,0.50991
34,78,0.54378
34,80,0.60381
34,81,0.64823
34,86,0.57446
34,94,0.50185
34,96,0.5018
35,36,0.62478
35,37,0.70211
35,38,0.65296
35,39,0.50925
35,43,0.76393
35,45,0.58518
35,46,0.59853
35,58,0.57429
35,59,0.55151
35,67,0.5142
35,71,0.52905
35,72,0.59111
35,73,0.55234
35,76,0.54272
35,80,0.5259
35,86,0.56356
35,88,0.51126
35,96,0.50797
35,98,0.57119
36,37,0.57195
36,38,0.57518
36,39,0.58375
36,40,0.53787
36,43,0.59417
36,44,0.5424
36,58,0.52142
36,76,0.50785
37,38,0.93253
37,39,0.66895
37,40,0.54299
37,43,0.5529
37,50,0.51139
37,76,0.6049
37,78,0.53384
37,80,0.71895
37,81,0.59301
37,83,0.53515
37,86,0.66029
37,96,0.59764
37,98,0.6002
38,39,0.65919
38,40,0.58343
38,43,0.52161
38,58,0.5063
38,76,0.65614
38,78,0.5353
38,80,0.65659
38,81,0.60751
38,86,0.66409
38,87,0.50163
38,96,0.58972
38,98,0.61158
39,40,0.62938
39,76,0.59031
39,80,0.57132
39,81,0.55861
39,83,0.50568
39,86,0.52555
39,96,0.60407
40,44,0.5021
40,76,0.64625
40,77,0.56618
40,81,0.55166
40,87,0.57041
41,42,0.61535
41,49,0.59903
41,52,0.5052
41,53,0.71733
41,54,0.69795
41,55,0.56405
41,56,0.74986
41,57,0.57756
41,62,0.51624
41,63,0.59828
41,93,0.55075
41,100,0.56197
41,101,0.65487
41,103,0.53508
42,53,0.57916
42,54,0.75607
42,56,0.59338
42,57,0.51128
42,61,0.67192
42,85,0.51512
42,93,0.69758
42,95,0.56728
42,101,0.52559
43,44,0.61358
43,45,0.59386
43,46,0.64094
43,47,0.50633
43,48,0.52503
43,58,0.57212
43,59,0.55584
43,66,0.51711
43,67,0.5688
43,71,0.60039
43,72,0.62938
43,73,0.5897
43,74,0.5243
43,75,0.52537
43,88,0.55117
43,89,0.51484
43,98,0.53808
44,48,0.502
44,56,0.50401
44,57,0.61123
44,71,0.56936
44,87,0.51043
44,90,0.52141
45,46,0.80419
45,47,0.6128
45,48,0.51719
45,58,0.62569
45,59,0.59433
45,66,0.63735
45,67,0.53009
45,72,0.68953
45,73,0.71351
45,74,0.69115
45,75,0.65992
45,76,0.53579
45,88,0.60535
45,89,0.57795
46,47,0.53276
46,48,0.50302
46,58,0.55128
46,59,0.55587
46,66,0.55452
46,67,0.53507
46,72,0.70932
46,73,0.71267
46,74,0.62601
46,75,0.59125
46,88,0.5384
46,89,0.53879
47,48,0.72749
47,58,0.81401
47,59,0.66316
47,66,1
47,67,0.61226
47,72,0.52293
47,73,0.56452
47,74,0.81942
47,75,0.732
47,88,0.91709
47,89,0.80969
47,90,0.67369
47,91,0.53384
48,58,0.75185
48,59,0.74445
48,66,0.70472
48,67,0.81236
48,72,0.53033
48,73,0.54448
48,74,0.65173
48,75,0.65914
48,87,0.53465
48,88,0.80733
48,89,0.87313
48,90,0.59444
48,91,0.55869
49,52,0.68776
49,53,0.55891
49,54,0.50149
49,55,0.50703
49,56,0.58257
49,57,0.5317
49,62,0.64312
49,63,0.60351
49,64,0.57024
49,65,0.6274
49,69,0.57686
49,70,0.50681
49,100,0.55376
49,101,0.63026
49,102,0.57054
49,103,0.58395
50,51,0.51375
50,78,0.62269
50,79,0.54819
50,80,0.61867
50,81,0.55104
50,86,0.57697
51,95,0.54659
51,104,0.56083
51,105,0.54598
52,53,0.56882
52,54,0.50071
52,55,0.55734
52,56,0.53989
52,57,0.53008
52,60,0.50669
52,62,0.52336
52,65,0.61193
52,69,0.51396
52,70,0.55289
52,71,0.53576
52,100,0.50267
52,101,0.53269
53,54,0.71115
53,55,0.65837
53,56,0.65915
53,57,0.53024
53,60,0.50849
53,63,0.51831
53,93,0.52398
53,100,0.51688
53,101,0.60996
54,55,0.55211
54,56,0.65203
54,57,0.51502
54,61,0.59688
54,63,0.51258
54,93,0.63782
54,95,0.50419
54,100,0.52434
54,101,0.60248
55,56,0.63016
55,57,0.60224
55,82,0.51979
55,92,0.51082
56,57,0.77291
56,62,0.50539
56,63,0.51599
56,65,0.50222
56,93,0.55468
56,101,0.57394
56,103,0.51333
57,65,0.56011
57,103,0.50714
58,59,0.8438
58,66,0.83809
58,67,0.66196
58,72,0.58469
58,73,0.59527
58,74,0.69919
58,75,0.67822
58,86,0.54168
58,87,0.5413
58,88,0.87527
58,89,0.7411
58,90,0.57014
59,66,0.71883
59,67,0.72644
59,72,0.59692
59,73,0.56959
59,74,0.65477
59,75,0.65277
59,86,0.52986
59,87,0.56287
59,88,0.7626
59,89,0.73625
59,90,0.5176
60,76,0.51701
60,92,0.54788
60,96,0.50493
61,77,0.55268
61,85,0.52608
61,93,0.60835
61,95,0.53547
62,63,0.74501
62,64,0.69416
62,65,0.5591
62,70,0.54961
62,71,0.51065
62,101,0.70435
62,102,0.53921
62,103,0.6579
63,64,0.54614
63,100,0.50168
63,101,0.76869
63,103,0.58728
64,65,0.61988
64,70,0.56696
64,71,0.50929
64,101,0.53295
64,102,0.5864
64,103,0.57008
65,70,0.54282
65,71,0.52992
65,92,0.5242
65,102,0.55986
65,103,0.59212
66,67,0.627
66,72,0.55665
66,73,0.59155
66,74,0.88931
66,75,0.75642
66,88,0.9032
66,89,0.79978
66,90,0.62342
66,91,0.51844
67,72,0.55507
67,73,0.5389
67,74,0.62682
67,75,0.69584
67,87,0.5319
67,88,0.69251
67,89,0.73066
67,90,0.51385
67,91,0.51424
68,70,0.51109
68,71,0.52711
68,96,0.52035
68,98,0.53375
68,102,0.53395
69,71,0.50191
69,100,0.5258
69,101,0.5187
70,71,0.71525
70,72,0.59368
70,73,0.56842
70,102,0.54529
70,103,0.56377
71,72,0.55894
71,73,0.55299
71,98,0.51624
71,103,0.54058
72,73,0.86024
72,74,0.58602
72,75,0.578
72,88,0.54903
72,89,0.56297
72,98,0.51142
73,74,0.64727
73,75,0.62611
73,88,0.56181
73,89,0.5887
74,75,0.89897
74,88,0.7617
74,89,0.77984
74,90,0.64177
74,91,0.54976
75,88,0.71761
75,89,0.75427
75,90,0.61955
75,91,0.55868
76,77,0.52842
76,86,0.5032
76,96,0.55144
76,98,0.5231
77,87,0.51141
77,95,0.54425
78,79,0.62874
78,80,0.65704
78,81,0.67645
78,82,0.50004
78,84,0.55155
78,86,0.71979
78,87,0.51977
78,94,0.55247
78,96,0.5753
78,97,0.57962
78,98,0.52948
79,81,0.61136
79,84,0.58695
79,85,0.54897
79,86,0.52612
79,87,0.5584
79,93,0.50573
79,94,0.51205
79,95,0.52929
79,97,0.54218
79,99,0.56314
79,105,0.55239
80,81,0.69419
80,83,0.63193
80,86,0.68251
80,94,0.50236
80,96,0.62844
80,97,0.51511
80,98,0.57017
81,86,0.71445
81,87,0.58783
81,92,0.51701
81,94,0.57898
81,96,0.5965
81,97,0.58275
81,98,0.54199
82,83,0.56448
82,84,0.56587
83,96,0.50233
84,85,0.66999
84,93,0.59196
84,94,0.50803
84,95,0.58697
84,97,0.50951
84,105,0.52133
85,91,0.5733
85,93,0.57254
85,95,0.52839
86,87,0.57644
86,94,0.53036
86,96,0.67244
86,97,0.6185
86,98,0.67095
87,88,0.55646
87,89,0.52255
87,97,0.52562
87,98,0.50297
88,89,0.90935
88,90,0.62907
88,91,0.52249
89,90,0.633
89,91,0.5851
90,91,0.71864
92,94,0.54994
92,96,0.5898
92,97,0.57151
92,98,0.5134
92,102,0.50411
92,103,0.55146
92,104,0.50004
93,95,0.68229
93,101,0.54626
93,105,0.50811
94,95,0.59498
94,96,0.54552
94,97,0.60605
94,104,0.65673
94,105,0.55471
95,104,0.60044
95,105,0.59144
96,97,0.67499
96,98,0.72209
97,98,0.56176
97,99,0.6285
97,104,0.52423
97,105,0.50107
100,101,0.61319
100,102,0.58347
100,103,0.54288
101,102,0.50986
101,103,0.64617
102,103,0.61367
104,105,0.66364
