StartNode, EndNode, Connectivity
1,2,0.50697
1,20,0.50192
1,24,0.52209
1,25,0.5683
1,26,0.53409
1,27,0.54604
1,28,0.54853
1,29,0.69107
1,40,0.51974
1,42,0.55279
1,56,0.51815
1,57,0.53315
1,99,0.5127
2,6,0.6788
2,8,0.51769
2,9,0.55559
2,10,0.51336
2,12,0.57525
2,15,0.56956
2,16,0.64052
2,20,0.61918
2,21,0.57994
2,22,0.50073
2,23,0.53458
2,24,0.61443
2,25,0.52654
2,27,0.61162
2,28,0.50776
2,29,0.55449
2,42,0.65407
2,49,0.5327
2,54,0.68489
2,56,0.53145
2,60,0.53933
2,61,0.74058
2,77,0.55505
2,93,0.57451
2,95,0.69361
2,101,0.53234
3,4,0.68869
3,37,0.50726
3,39,0.60853
3,40,0.54605
3,55,0.51781
3,76,0.68749
3,78,0.63173
3,80,0.60091
3,82,0.62188
3,83,0.58718
3,86,0.56597
3,96,0.55261
4,11,0.51035
4,39,0.53629
4,40,0.50856
4,76,0.64479
4,77,0.55703
4,78,0.50419
4,80,0.51661
4,82,0.53302
4,83,0.57791
5,7,0.5758
5,14,0.55344
5,23,0.50923
5,30,0.52341
5,41,0.62105
5,44,0.50183
5,92,0.54355
5,102,0.58552
5,103,0.58407
6,8,0.63027
6,12,0.51085
6,15,0.60424
6,16,0.52463
6,17,0.53285
6,20,0.56851
6,21,0.63727
6,23,0.64307
6,24,0.60219
6,27,0.59957
6,29,0.55809
6,30,0.59885
6,41,0.66297
6,42,0.70734
6,44,0.53732
6,49,0.59149
6,53,0.51794
6,54,0.66367
6,56,0.53816
6,61,0.63976
6,63,0.52235
6,65,0.51086
6,69,0.53987
6,93,0.64178
6,95,0.66947
6,100,0.51887
6,101,0.61411
6,103,0.53281
6,105,0.54058
7,14,0.51113
7,32,0.52598
7,35,0.52429
7,36,0.56866
7,43,0.51992
7,81,0.50767
7,102,0.5961
8,23,0.5132
8,30,0.51981
8,41,0.58353
8,42,0.53464
8,44,0.59066
8,49,0.53607
8,61,0.52041
8,69,0.58521
8,93,0.50801
8,95,0.50481
9,10,0.52398
9,15,0.51395
9,16,0.5061
9,20,0.53793
9,21,0.50136
9,25,0.55787
9,29,0.50846
9,49,0.51954
9,54,0.50833
9,56,0.51464
9,60,0.65085
9,61,0.58707
9,77,0.59882
9,97,0.52908
10,12,0.57997
10,15,0.5859
10,16,0.50912
10,20,0.63391
10,21,0.51278
10,22,0.55458
10,23,0.55325
10,24,0.66323
10,25,0.53616
10,26,0.60592
10,27,0.52426
10,28,0.55513
10,29,0.54822
10,40,0.51434
10,42,0.56459
10,56,0.52727
10,57,0.51711
10,61,0.61447
10,77,0.5903
10,93,0.53208
10,97,0.5552
11,37,0.59585
11,38,0.53779
11,39,0.52564
11,47,0.5444
11,48,0.54511
11,58,0.53553
11,66,0.52039
11,67,0.50619
11,76,0.56714
11,80,0.5495
11,83,0.62458
11,88,0.52975
11,89,0.52011
12,15,0.55101
12,16,0.62575
12,20,0.66756
12,21,0.60781
12,22,0.81603
12,23,0.51321
12,24,0.70242
12,26,0.54819
12,27,0.62498
12,28,0.65533
12,29,0.53214
12,42,0.57778
12,61,0.5841
12,77,0.54223
12,90,0.52628
12,93,0.56314
12,95,0.57915
12,97,0.50996
13,14,0.5626
13,33,0.66127
13,34,0.65501
13,50,0.64111
13,51,0.53167
13,78,0.60052
13,79,0.57909
13,80,0.52264
13,81,0.53002
13,84,0.62728
13,86,0.55685
13,87,0.50253
13,96,0.50384
14,17,0.55735
14,19,0.50991
14,23,0.51329
14,30,0.52428
14,34,0.59924
14,41,0.55791
14,44,0.54733
14,50,0.50588
14,51,0.65003
14,79,0.6436
14,81,0.57972
14,84,0.56366
14,85,0.53957
14,87,0.5616
14,92,0.50307
14,102,0.50185
15,16,0.58591
15,17,0.603
15,20,0.5998
15,21,0.72159
15,23,0.67239
15,24,0.60858
15,25,0.51014
15,27,0.61485
15,29,0.61111
15,41,0.605
15,42,0.60502
15,49,0.52417
15,54,0.54103
15,56,0.58036
15,61,0.60931
15,62,0.53504
15,93,0.62756
15,95,0.52986
15,101,0.57101
15,103,0.53675
16,20,0.60196
16,21,0.55613
16,22,0.58374
16,24,0.58333
16,27,0.6354
16,28,0.56621
16,29,0.52002
16,42,0.54192
16,54,0.542
16,61,0.57342
16,93,0.5659
16,95,0.61333
16,97,0.50076
16,101,0.50369
17,18,0.54376
17,19,0.62845
17,20,0.57038
17,21,0.64362
17,23,0.62726
17,24,0.53247
17,27,0.50818
17,41,0.53781
17,42,0.53556
17,44,0.5601
17,56,0.58735
17,61,0.50304
17,65,0.52043
17,79,0.56071
17,85,0.63631
17,87,0.55191
17,92,0.52019
17,93,0.58738
17,100,0.51672
17,101,0.57052
17,103,0.56602
18,19,0.58719
18,20,0.53133
18,22,0.51507
18,24,0.50159
18,56,0.5288
18,57,0.559
18,79,0.56869
18,85,0.65097
18,87,0.60414
18,99,0.54103
19,20,0.52002
19,23,0.52716
19,24,0.5042
19,56,0.50009
19,79,0.59563
19,84,0.53801
19,85,0.62658
19,87,0.52256
19,93,0.51062
19,103,0.50623
20,21,0.6232
20,22,0.62248
