StartNode, EndNode, Connectivity
1,2,0.57367
1,3,0.53074
1,4,0.51228
1,5,0.64041
1,6,0.57951
1,7,0.54487
1,8,0.68382
1,10,0.55796
1,12,0.52439
1,19,0.53885
1,22,0.63024
1,23,0.59111
1,24,0.69751
1,26,0.51097
1,27,0.6819
1,28,0.58609
1,29,0.59823
1,30,0.6073
1,37,0.56644
1,38,0.55166
1,39,0.70874
1,40,0.7624
1,41,0.64312
1,42,0.69365
1,47,0.58298
1,48,0.50833
1,50,0.57605
1,51,0.53145
1,53,0.6758
1,54,0.50375
1,55,0.53209
1,56,0.55221
1,57,0.62756
1,61,0.61113
1,66,0.51502
1,74,0.60024
1,76,0.6397
1,77,0.52674
1,78,0.53308
1,80,0.63353
1,81,0.50616
1,84,0.50307
1,86,0.59206
1,87,0.50945
1,88,0.59014
1,90,0.76346
1,99,0.55998
2,6,0.97349
2,8,0.80152
2,10,0.58676
2,12,0.59427
2,22,0.52016
2,24,0.54812
2,27,0.61868
2,30,0.52363
2,42,0.64551
2,47,0.50409
2,49,0.52617
2,54,0.64837
2,56,0.50516
2,57,0.52545
2,61,0.69227
2,90,0.65786
2,95,0.56655
3,4,0.83241
3,5,0.60389
3,7,0.62339
3,9,0.50837
3,11,0.69969
3,13,0.56829
3,14,0.56436
3,18,0.65067
3,19,0.76802
3,20,0.53751
3,22,0.5866
3,23,0.51279
3,25,0.55298
3,26,0.62602
3,33,0.5481
3,34,0.64523
3,35,0.55482
3,37,0.65897
3,38,0.55615
3,39,0.59549
3,40,0.60371
3,43,0.63936
3,45,0.61991
3,46,0.5413
3,47,0.58292
3,48,0.62692
3,50,0.63009
3,51,0.5849
3,53,0.60429
3,55,0.67915
3,58,0.63131
3,59,0.61719
3,66,0.65913
3,67,0.71737
3,74,0.68841
3,75,0.7931
3,76,0.72987
3,77,0.5295
3,78,0.76702
3,79,0.70569
3,80,0.54908
3,81,0.65694
3,82,0.59337
3,83,0.69346
3,84,0.65631
3,85,0.6244
3,86,0.70304
3,87,0.7235
3,88,0.64937
3,89,0.65513
3,92,0.74572
3,93,0.58911
3,97,0.51005
3,98,0.51835
3,99,0.62002
4,5,0.56895
4,7,0.64221
4,9,0.51921
4,11,0.62454
4,13,0.52543
4,14,0.53449
4,18,0.58568
4,19,0.87649
4,22,0.50327
4,23,0.52792
4,25,0.56761
4,26,0.67615
4,34,0.59997
4,35,0.53932
4,36,0.51314
4,37,0.63939
4,38,0.56307
4,39,0.63693
4,40,0.62308
4,43,0.61684
4,45,0.5515
4,47,0.51868
4,48,0.53801
4,50,0.6381
4,51,0.59252
4,53,0.60996
4,55,0.71667
4,58,0.59831
4,59,0.5872
4,66,0.60164
4,67,0.62141
4,69,0.50079
4,74,0.60855
4,75,0.67772
4,76,0.69505
4,77,0.52989
4,78,0.77947
4,79,0.76797
4,80,0.61791
4,81,0.77758
4,82,0.50438
4,83,0.65279
4,84,0.67486
4,85,0.65918
4,86,0.75404
4,87,0.67691
4,88,0.60455
4,89,0.56909
4,92,0.92932
4,93,0.59823
4,96,0.53019
4,97,0.5522
4,98,0.54401
4,99,0.59888
5,7,0.7857
5,8,0.52984
5,11,0.59133
5,18,0.52249
5,19,0.56833
5,21,0.50764
5,22,0.56124
5,23,0.63564
5,24,0.70995
5,25,0.5801
5,26,0.62397
5,29,0.57584
5,30,0.53104
5,33,0.54706
5,35,0.65052
5,36,0.62439
5,37,0.62038
5,38,0.55903
5,39,0.69014
5,40,0.72291
5,41,0.62272
5,42,0.50605
5,43,0.71081
5,44,0.58144
5,48,0.62027
5,53,0.6214
5,55,0.53315
5,57,0.54835
5,60,0.52701
5,67,0.66683
5,74,0.52952
5,75,0.57839
5,76,0.66155
5,77,0.6058
5,78,0.51618
5,82,0.58439
5,83,0.60773
5,84,0.53844
5,86,0.56057
5,87,0.57237
5,89,0.50239
5,90,0.50103
5,92,0.50558
5,100,0.5341
6,8,0.83438
6,10,0.56267
6,12,0.56773
6,16,0.5061
6,22,0.52361
6,24,0.59897
6,27,0.59271
6,30,0.54674
6,41,0.52915
6,42,0.64609
6,44,0.53593
6,49,0.54323
6,54,0.68668
6,56,0.51163
6,57,0.54352
6,61,0.66063
6,90,0.63232
6,95,0.52029
6,105,0.5045
7,9,0.50497
7,11,0.63375
7,18,0.54408
7,19,0.60812
7,23,0.58511
7,24,0.5499
7,25,0.59788
7,26,0.72834
7,29,0.56554
7,31,0.52311
7,32,0.53177
7,33,0.56909
7,34,0.50439
7,35,0.75476
7,36,0.68163
7,37,0.65361
7,38,0.59924
7,39,0.65587
7,40,0.68376
7,41,0.5489
7,43,0.86019
7,44,0.53096
7,45,0.52671
7,46,0.51053
7,48,0.591
7,52,0.50051
7,53,0.54799
7,55,0.52669
7,59,0.5051
7,60,0.51648
7,67,0.66787
7,74,0.51049
7,75,0.62232
7,76,0.61451
7,77,0.58035
7,78,0.54689
7,79,0.54782
7,80,0.52169
7,81,0.57659
7,82,0.51054
7,83,0.62901
7,84,0.55282
7,86,0.5981
7,87,0.61172
