StartNode, EndNode, Connectivity
1,3,0.66336
1,4,0.63398
1,5,0.64234
1,7,0.79098
1,9,0.56968
1,11,0.62949
1,12,0.69442
1,13,0.71438
1,14,0.70361
1,15,0.56022
1,18,0.5335
1,19,0.6268
1,20,0.53396
1,22,0.63893
1,23,0.63766
1,24,0.53556
1,25,0.57679
1,26,0.68047
1,27,0.59587
1,28,0.5941
1,29,0.54468
1,33,0.54573
1,34,0.74324
1,35,0.69868
1,36,0.66586
1,37,0.65363
1,38,0.55236
1,39,0.65877
1,40,0.71027
1,41,0.56162
1,42,0.54351
1,43,0.79818
1,45,0.70481
1,46,0.63549
1,47,0.70525
1,48,0.67418
1,50,0.64611
1,51,0.62538
1,52,0.52909
1,53,0.57257
1,55,0.57736
1,56,0.53589
1,57,0.54166
1,58,0.62887
1,59,0.60331
1,60,0.60381
1,61,0.53908
1,66,0.67346
1,67,0.62105
1,69,0.55502
1,74,0.7269
1,75,0.79355
1,76,0.62684
1,77,0.62195
1,78,0.66781
1,79,0.67102
1,80,0.62967
1,81,0.65183
1,82,0.52986
1,83,0.5707
1,84,0.61565
1,85,0.5808
1,86,0.69312
1,87,0.75244
1,88,0.63419
1,89,0.65634
1,90,0.55591
1,91,0.56924
1,92,0.62386
1,93,0.58575
1,94,0.54926
1,96,0.57278
1,97,0.56687
1,98,0.58767
1,99,0.58934
1,102,0.56714
1,103,0.63545
2,6,0.79185
2,8,0.72359
2,10,0.58888
2,16,0.56624
2,17,0.60053
2,20,0.50362
2,21,0.55007
2,24,0.52921
2,27,0.51785
2,29,0.58136
2,30,0.65174
2,31,0.68689
2,32,0.68392
2,33,0.59879
2,38,0.51026
2,44,0.74483
2,46,0.53012
2,49,0.68934
2,54,0.56136
2,62,0.5281
2,64,0.61922
2,65,0.61105
2,68,0.56049
2,71,0.71079
2,72,0.68987
2,73,0.61056
2,82,0.5072
2,100,0.61786
2,101,0.59889
2,104,0.57819
2,105,0.58648
3,4,0.83773
3,5,0.58745
3,7,0.65558
3,9,0.68117
3,11,0.63723
3,12,0.61927
3,13,0.59488
3,14,0.74181
3,15,0.63496
3,18,0.57787
3,19,0.8221
3,20,0.54735
3,22,0.61604
3,23,0.69578
3,24,0.51601
3,25,0.69061
3,26,0.73427
3,27,0.51757
3,28,0.60533
3,34,0.73436
3,35,0.57731
3,36,0.62761
3,37,0.57059
3,38,0.51583
3,39,0.75359
3,40,0.75478
3,41,0.57383
3,42,0.57166
3,43,0.63001
3,45,0.65601
3,46,0.53629
3,47,0.58157
3,48,0.58605
3,50,0.92429
3,51,0.83638
3,52,0.59179
3,53,0.65894
3,55,0.7046
3,56,0.60317
3,57,0.59425
3,58,0.75425
3,59,0.71096
3,60,0.75853
3,61,0.61139
3,63,0.5468
3,66,0.66879
3,67,0.61431
3,69,0.65696
3,70,0.51935
3,74,0.68833
3,75,0.67774
3,76,0.78215
3,77,0.78809
3,78,0.88539
3,79,0.81997
3,80,0.68758
3,81,0.70576
3,82,0.54013
3,83,0.60243
3,84,0.67304
3,85,0.67752
3,86,0.74599
3,87,0.66235
3,88,0.72049
3,89,0.63923
3,90,0.6032
3,91,0.60339
3,92,0.82173
3,93,0.63589
3,94,0.63649
3,95,0.52937
3,96,0.6696
3,97,0.6739
3,98,0.5716
3,99,0.63358
3,102,0.688
3,103,0.6499
4,5,0.55869
4,7,0.62693
4,9,0.70085
4,11,0.61085
4,12,0.59316
4,13,0.56806
4,14,0.73091
4,15,0.63693
4,18,0.5645
4,19,0.786
4,20,0.528
4,22,0.586
4,23,0.66235
4,25,0.68726
4,26,0.74063
4,27,0.51404
4,28,0.58763
4,34,0.70649
4,35,0.55905
4,36,0.59772
4,37,0.56447
4,38,0.52524
4,39,0.70509
4,40,0.74149
4,41,0.55349
4,42,0.55398
4,43,0.60461
4,45,0.62266
4,46,0.51851
4,47,0.55974
4,48,0.55728
4,50,0.84064
4,51,0.8673
4,52,0.58338
4,53,0.64502
4,55,0.71804
4,56,0.59448
4,57,0.58051
4,58,0.72593
4,59,0.69048
4,60,0.76193
4,61,0.60498
4,63,0.548
4,66,0.66143
4,67,0.58464
4,69,0.70379
4,70,0.53994
4,74,0.67716
4,75,0.65542
4,76,0.74025
4,77,0.75691
4,78,0.84265
4,79,0.79283
4,80,0.72327
4,81,0.73357
4,82,0.52069
4,83,0.58048
4,84,0.64427
4,85,0.66317
4,86,0.74119
4,87,0.62779
4,88,0.71004
4,89,0.60549
4,90,0.61688
4,91,0.62675
4,92,0.97677
4,93,0.66815
4,94,0.67766
4,95,0.55407
4,96,0.7234
4,97,0.72746
4,98,0.58543
4,99,0.66309
4,102,0.71849
4,103,0.65826
5,7,0.66537
5,8,0.52178
5,9,0.52865
5,11,0.61953
5,12,0.71945
5,13,0.72808
5,14,0.58368
5,15,0.5698
5,16,0.50293
5,17,0.50455
5,18,0.5828
5,19,0.58477
5,20,0.631
5,21,0.53687
5,22,0.79977
5,23,0.65066
5,24,0.66333
5,25,0.56644
5,26,0.56026
5,27,0.53294
5,28,0.65998
5,29,0.6005
5,30,0.51961
5,33,0.6186
5,34,0.6042
5,35,0.63973
5,36,0.76545
5,37,0.55161
5,39,0.63225
5,40,0.57824
5,41,0.67217
5,42,0.63274
5,43,0.66727
5,44,0.52034
5,45,0.6477
5,46,0.59963
5,47,0.63711
5,48,0.77964
5,50,0.58253
5,51,0.56811
5,52,0.58147
5,53,0.5903
5,54,0.52223
5,55,0.54805
5,56,0.57994
5,57,0.59922
5,58,0.58132
5,59,0.58416
5,60,0.57061
5,61,0.56355
5,62,0.50042
5,63,0.5221
5,64,0.50793
5,66,0.55734
5,67,0.69005
5,74,0.57287
5,75,0.59877
5,76,0.59459
5,77,0.58664
5,78,0.58198
5,79,0.5877
5,80,0.52701
5,81,0.54136
5,82,0.63483
5,83,0.64992
5,84,0.6506
5,85,0.59149
5,86,0.57725
5,87,0.70073
5,88,0.56176
5,89,0.68738
5,92,0.55769
5,97,0.50201
5,100,0.54053
5,101,0.51494
5,102,0.53589
5,103,0.55705
6,8,0.69516
6,10,0.54938
6,16,0.60357
6,17,0.64055
6,18,0.50868
6,20,0.53918
6,21,0.58975
6,24,0.56076
6,29,0.58001
6,30,0.6414
6,31,0.62867
6,32,0.62919
6,33,0.60781
6,41,0.50147
6,42,0.50847
6,44,0.72072
6,46,0.51678
6,49,0.67442
6,54,0.59973
6,62,0.55994
6,63,0.50601
6,64,0.66978
6,65,0.58833
6,68,0.52285
6,71,0.65179
6,72,0.68438
6,73,0.56877
6,82,0.54325
6,100,0.65822
6,101,0.63928
6,104,0.56741
6,105,0.59269
7,9,0.55689
7,11,0.60216
7,12,0.7524
7,13,0.73341
7,14,0.70296
7,15,0.58496
7,18,0.5297
7,19,0.62671
7,20,0.54199
7,22,0.66707
7,23,0.66499
7,24,0.55544
7,25,0.57584
7,26,0.65903
7,27,0.58674
7,28,0.63522
7,29,0.5598
7,33,0.54894
7,34,0.74392
7,35,0.71473
7,36,0.71454
7,37,0.62329
7,38,0.53354
7,39,0.68038
7,40,0.68713
7,41,0.5845
7,42,0.55742
7,43,0.87102
7,45,0.65929
7,46,0.6097
7,47,0.66231
7,48,0.67459
7,50,0.63954
7,51,0.62169
7,52,0.54223
7,53,0.57631
7,55,0.57249
7,56,0.54483
7,57,0.54887
7,58,0.61054
7,59,0.59341
7,60,0.60561
7,61,0.53714
7,66,0.62357
7,67,0.61423
7,69,0.55165
7,74,0.67012
7,75,0.70272
7,76,0.62304
7,77,0.61951
7,78,0.66562
7,79,0.67825
7,80,0.6193
7,81,0.63816
7,82,0.54214
7,83,0.58042
7,84,0.63832
7,85,0.58745
7,86,0.69071
7,87,0.84567
7,88,0.60341
7,89,0.64101
7,90,0.52494
7,91,0.54322
7,92,0.61988
7,93,0.56652
7,94,0.53868
7,96,0.56845
7,97,0.56247
7,98,0.57719
7,99,0.56898
7,102,0.57319
7,103,0.65857
8,10,0.59893
8,13,0.52489
8,16,0.52953
8,17,0.55814
8,20,0.5101
8,21,0.52772
8,24,0.5574
8,27,0.55843
8,29,0.65975
8,30,0.72078
8,31,0.67851
8,32,0.69642
8,33,0.66667
8,35,0.53148
8,37,0.51599
8,38,0.51948
8,44,0.9396
8,46,0.57413
8,47,0.53386
8,48,0.5319
8,49,0.63914
8,54,0.52936
8,64,0.58846
8,65,0.55285
8,68,0.55117
8,71,0.64491
8,72,0.60665
8,73,0.59192
8,82,0.51696
8,100,0.59248
8,101,0.58138
8,104,0.52194
8,105,0.52469
9,11,0.62523
9,12,0.54058
9,13,0.51927
9,14,0.61256
9,15,0.61372
9,16,0.51685
9,17,0.50505
9,18,0.61609
9,19,0.71085
9,20,0.55254
9,21,0.51998
9,22,0.55745
9,23,0.61629
9,25,0.75187
9,26,0.62809
9,28,0.55133
9,34,0.60305
9,36,0.55334
9,37,0.51432
9,39,0.63373
9,40,0.62452
9,41,0.55077
9,42,0.57203
9,43,0.54039
9,45,0.60085
9,47,0.52201
9,48,0.52574
9,50,0.70251
9,51,0.72149
9,52,0.61512
9,53,0.68358
9,54,0.52718
9,55,0.82578
9,56,0.6344
9,57,0.61653
9,58,0.73768
9,59,0.74047
9,60,0.72965
9,61,0.67415
9,62,0.52885
9,63,0.60446
9,66,0.62391
9,67,0.58734
9,69,0.70135
9,70,0.59192
9,74,0.60573
9,75,0.5903
9,76,0.71364
9,77,0.72184
9,78,0.66003
9,79,0.64309
9,80,0.62557
9,81,0.62504
9,82,0.54027
9,83,0.59532
9,84,0.61746
9,85,0.68543
9,86,0.61694
9,87,0.56599
9,88,0.71382
9,89,0.59671
9,90,0.66633
9,91,0.61871
9,92,0.71113
9,93,0.6325
9,94,0.69068
9,95,0.57799
9,96,0.6772
9,97,0.70628
9,98,0.53389
9,99,0.62563
9,102,0.713
9,103,0.57109
9,105,0.50055
10,27,0.64479
10,29,0.56404
10,30,0.5979
10,31,0.70458
10,32,0.70229
10,33,0.53254
10,35,0.5394
10,37,0.58507
10,38,0.66516
10,44,0.58842
10,46,0.56302
10,47,0.52362
10,49,0.58803
10,65,0.59415
10,68,0.74631
10,70,0.50651
10,71,0.64894
10,72,0.54993
10,73,0.71155
10,74,0.50105
10,91,0.52777
10,93,0.51406
10,95,0.54258
10,98,0.59292
10,99,0.51911
10,103,0.50469
10,104,0.55745
10,105,0.51224
11,12,0.59414
11,13,0.60693
11,14,0.59215
11,15,0.5496
11,16,0.5152
11,17,0.53294
11,18,0.65051
11,19,0.63602
11,20,0.61117
11,21,0.53126
11,22,0.62788
11,23,0.61938
11,24,0.55997
11,25,0.63398
11,26,0.59969
11,28,0.5611
11,33,0.54013
11,34,0.60386
11,35,0.56153
11,36,0.60967
11,37,0.55615
11,39,0.62622
11,40,0.60862
11,41,0.58931
11,42,0.60455
11,43,0.59823
11,45,0.76193
11,46,0.58035
11,47,0.62212
11,48,0.63728
11,50,0.63776
11,51,0.62185
11,52,0.58919
11,53,0.64144
11,54,0.5415
11,55,0.62373
11,56,0.60502
11,57,0.62231
11,58,0.69372
11,59,0.68707
11,60,0.61951
11,61,0.63186
11,63,0.55549
11,66,0.64629
11,67,0.73666
11,69,0.55354
11,70,0.51268
11,74,0.61998
11,75,0.63371
11,76,0.66076
11,77,0.64679
11,78,0.61422
11,79,0.60357
11,80,0.56274
11,81,0.57529
11,82,0.59447
11,83,0.64337
11,84,0.62354
11,85,0.63173
11,86,0.59082
11,87,0.62048
11,88,0.68828
11,89,0.76743
11,90,0.60555
11,91,0.55431
11,92,0.60876
11,93,0.55413
11,94,0.55138
11,96,0.55299
11,97,0.56185
11,98,0.50107
11,99,0.55499
11,100,0.55773
11,102,0.5754
11,103,0.53308
12,13,0.7329
12,14,0.64061
12,15,0.59344
12,18,0.54387
12,19,0.60703
12,20,0.57376
12,22,0.72081
12,23,0.67632
12,24,0.59732
12,25,0.571
12,26,0.60104
12,27,0.56542
12,28,0.6757
12,29,0.57878
12,30,0.50179
12,33,0.57248
12,34,0.66516
12,35,0.68418
12,36,0.79171
12,37,0.57916
12,39,0.66739
12,40,0.62533
12,41,0.62491
12,42,0.58973
12,43,0.74131
12,45,0.6394
12,46,0.59605
12,47,0.63941
12,48,0.70062
12,50,0.61224
12,51,0.59764
12,52,0.56245
12,53,0.58209
12,55,0.55997
12,56,0.56174
12,57,0.56952
12,58,0.59156
12,59,0.58482
12,60,0.59292
12,61,0.54759
12,66,0.57947
12,67,0.62903
12,69,0.5269
12,74,0.61169
12,75,0.63552
12,76,0.60892
12,77,0.60524
12,78,0.62339
12,79,0.63599
12,80,0.57477
12,81,0.58959
12,82,0.57635
12,83,0.60496
12,84,0.65404
12,85,0.59073
12,86,0.62991
12,87,0.78506
12,88,0.57438
12,89,0.64581
12,91,0.5058
12,92,0.59001
12,93,0.52697
12,94,0.50988
12,96,0.53822
12,97,0.53513
12,98,0.5367
12,99,0.52755
12,102,0.56049
12,103,0.61846
13,14,0.61569
13,15,0.54321
13,18,0.53487
13,19,0.57655
13,20,0.56359
13,22,0.68103
13,23,0.61991
13,24,0.59132
13,25,0.54182
13,26,0.59436
13,27,0.59197
13,28,0.61437
13,29,0.61034
13,30,0.52002
13,33,0.61178
13,34,0.64033
13,35,0.74591
13,36,0.70655
13,37,0.61764
13,38,0.52191
13,39,0.61974
13,40,0.61217
13,41,0.59365
13,42,0.56481
13,43,0.77386
13,44,0.5194
13,45,0.66158
13,46,0.66056
13,47,0.71812
13,48,0.78715
13,50,0.58393
13,51,0.56742
13,52,0.52941
13,53,0.55265
13,55,0.53274
13,56,0.53068
13,57,0.54449
13,58,0.5754
13,59,0.56443
13,60,0.55798
13,61,0.52236
13,66,0.593
13,67,0.63502
